User IP	Timestamp	Latitude	Longitude	Store Category	Store Name	Safety Observations	Useful Information	Place Id	City	Locality	Address	Country	Opening Time	Closing Time	flag	deleted
49.34.87.79	2020-04-08T07:30:18.687Z	12.9987698	77.5554588	Pharmacy	Manjushree medicles gayatrinagar rajajinagar			ChIJp0VUXI89rjsRajz3y2V_EAQ	Bengaluru	D-Block	2941, 8th A Main Rd, D-Block, Gayatrinagar, Rajajinagar, Bengaluru, Karnataka 560021, India	IN	9:00	22:00		
27.5.206.79	2020-04-08T07:31:44.163Z	13.0421635	80.2437945	Other	Suswaad Sweets and Savouries Pvt. Ltd.			ChIJJ00t5lFmUjoRdYDvHsguXOA	Chennai		3, Venkataraman St, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017, India	IN	10:01	16:00		
49.34.87.79	2020-04-08T07:32:43.925Z	12.9987698	77.5554588	Pharmacy	Manjuu shree gaytrinagar rajaji nagar banglore			ChIJp0VUXI89rjsRajz3y2V_EAQ	Bengaluru	D-Block	2941, 8th A Main Rd, D-Block, Gayatrinagar, Rajajinagar, Bengaluru, Karnataka 560021, India	IN	9:02	22:02		
115.99.238.142	2020-04-08T07:35:00.584Z	12.9786957	77.6394328	Grocery	Dr Swetha’s Cosmoderm Centre - A Skin			ChIJr4YEiIAXrjsR7YOAbsJuR1U	Bengaluru		188, Ground floor, 9th Cross Rd, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India	IN	13:00	16:00		
216.180.75.164	2020-04-08T07:44:10.605Z	49.2786522	-123.1096954	Grocery	Costco Wholesale	They’re practicing social distancing.  They’re doing an amazing job at it too. I went at 7:45 am for the over 60 hour between 8 & 9 am.  The lineup was insanely long down the ramp and snaking around the parking lot and back on itself twice.  Oi. But it went really fast and I was home by 9:45 with almost $300 of groceries.  The shopping goes fast because the store is almost empty 🙂 When I left at 9:30, there were less than 20 people in line. 		ChIJsZ6YdHtxhlQRpPu8q2PUa-g	Vancouver	Central Vancouver	605 Expo Blvd, Vancouver, BC V6B 1V4, Canada	CA				
183.83.147.107	2020-04-08T07:46:19.122Z	17.4055658	78.476409	Grocery	Balaji Grand Bazar		Nestle everyday milk powder if bigger packing is not available. Please pick 10 small packing	ChIJLWrBbOCZyzsRGTqhyLRrWoE	Hyderabad		Shop 5, 9-29/D, Basheerbagh Rd, New MLA Quarters, Basheer Bagh, Hyderabad, Telangana 500029, India	IN	10:00	15:30		
216.180.75.164	2020-04-08T07:46:53.938Z	49.2786522	-123.1096954	Grocery	Costco Wholesale		We went last Monday evening around 7pm and it was pretty empty. There were signs that you would need to line up of it was busy, but it wasn't busy at all. They were only letting a couple of people into the cold veggie section at a time too.	ChIJsZ6YdHtxhlQRpPu8q2PUa-g	Vancouver	Central Vancouver	605 Expo Blvd, Vancouver, BC V6B 1V4, Canada	CA				
157.49.170.26	2020-04-08T07:48:15.692Z	13.0014556	77.6304436	Pharmacy	Jay Medicals			ChIJuz6dSsMWrjsRcvW46Wgux5U	Bengaluru		61/2 BANASWADI MAIN ROAD, JAIBHARATHNAGAR MARUTISEVANAGAR POST, Jaibharath Nagar, Sanjeevappa Layout, Maruthi Sevanagar, Bengaluru, Karnataka 560033, India	IN	9:00	22:30		
171.76.104.204	2020-04-08T07:50:13.125Z	12.9568113	77.5587291	Clinic	Ankom International			ChIJUwjZ4gI-rjsRydyiWoP-uEU	Bengaluru		# 71 Ramachandra Agrahara, Azad Nagar, Chamrajpet, Ramachandra Agrahara, Azad Nagar, Bengaluru, Karnataka 560018, India	IN	9:20	21:00		
106.206.7.128	2020-04-08T07:51:55.171Z	12.9126521	77.6519546	Clinic	Jiva Ayurveda Clinic - Bengaluru			ChIJJyLrOZ0UrjsR-dYQCYG8_MM	Bengaluru		First, Floor, 2737, 1, 27th Main Rd, near National Institute of Fashion Technology, PWD Quarters, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India	IN	22:19	19:20		
27.62.130.134	2020-04-08T07:56:40.896Z	13.08605193	80.25367087	Grocery	Sriram Provision stores			ChIJqSRFF95lUjoRDq7e3rAomlU	Chennai		231, Purasawalkam High Rd, Purasaiwakkam, Chennai, Tamil Nadu 600007, India	India	6:01	1:01		
203.109.108.119	2020-04-08T08:03:28.327Z	17.40057786	78.45347422	Grocery	Heritage Stores			ChIJT0lI22qXyzsRFqp7Q7l__bQ	Hyderabad	Masab Tank	10-2-289/119, Masab Tank Road, Potti Sriramulu Nagar, Masab Tank, Hyderabad, Telangana 500057, India	IN	8:00	17:00		
49.206.9.152	2020-04-08T08:07:28.713Z	12.9719	77.5937	Grocery	Reliance Fresh							IN	9:00	6:00		
49.207.63.179	2020-04-08T08:09:08.443Z	12.9719	77.5937	Grocery	More Supermarket, New Thippasandra Main Rd, opp. to Durga Temple, Beml Gate, HAL							IN	9:00	6:00		
27.59.6.172	2020-04-08T08:10:17.511Z	12.9403664	77.6200313	Grocery	Reliance Fresh		all day except night	ChIJn6bxzGEUrjsRJTxSnjIBiXs	Bengaluru		Municipal No. 581/A (Pid No. 67-6-581/A Opp Bethany School Ground, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560034, India	IN	13:39	17:39		
115.97.236.82	2020-04-08T08:11:01.278Z	13.0878	80.2785	Pharmacy	Raj ayurvedic medical store,107 rameswaram road, T. Nagar, chennai 17		Ayurvedic medicines						9:00	8:40		
106.51.27.12	2020-04-08T08:11:18.958Z	12.909066	77.641711	Pharmacy	AyurShop HSR Layout - Ayurvedic Medicines & Herbal Cosmetics Shop			ChIJKeNfmZAUrjsRL7qNbexlC0M	Bengaluru		195/A, 22nd Cross Rd, Sector 3, HSR Layout, Bengaluru, Karnataka 560102, India	IN	9:00	19:00		
27.59.33.215	2020-04-08T08:15:30.434Z	13.0302479	77.6642663	Restaurant	Leelas Kitchen			ChIJ1ztfFMsXrjsRMPeObBQnTqQ	Bengaluru		Jayanti Nagar, Horamavu, Bengaluru, Karnataka 560016, India	IN	9:45	21:45		
106.206.92.142	2020-04-08T08:16:37.443Z	12.95346488	77.65262018	Grocery	Top in Town	Good safety 	None	ChIJ7fXi8wkUrjsRnlRoF9ie0Oc	Bengaluru		368, Ammanamma Layout, Rustam Bagh Layout, Bengaluru, Karnataka 560017, India	India	7:00	10:30		
150.129.60.136	2020-04-08T08:18:36.767Z	12.92817815	77.73888579	Grocery	Star market			ChIJGSWpSIcSrjsRLLOovXNSf2o	Bengaluru		SH 35, Gunjur Village, Bengaluru, Karnataka 560087, India	India	10:00	22:00		
223.186.140.8	2020-04-08T08:18:49.065Z	12.9719	77.5937	Grocery	Mathrushree Stores		All kinds of daily needs like biskets, oil, rice, pulses, wheet, provisios, and mobile dish recharge etc.						18:00	22:00		
122.172.178.99	2020-04-08T08:25:45.641Z	12.96391801	77.64069921	Other	Magnolia Bakery			ChIJlTHBI-gXrjsRQQ-DNmVM4bE	Bengaluru		2, Indiranagar Double Rd, Stage 2, Domlur, Bengaluru, Karnataka 560008, India	India	12:00	21:00		
1.39.152.83	2020-04-08T08:26:01.274Z	12.9180856	77.6143481	Other	Top In Town			ChIJS7k0RfkUrjsRXB92gYYk9so	Bengaluru	Old Madiwala	98/2, Ground Floor, KMS Homes, 27th Main Rd, 4th Cross Rd, Old Madiwala, Jay Bheema Nagar, 1st Stage, BTM Layout 1, Bengaluru, Karnataka 560068, India	IN	10:00	22:00		
49.206.17.250	2020-04-08T08:27:13.336Z	12.9262131	77.5506537	Restaurant	KFC			ChIJM7urAy4-rjsRyecfYBCTrXA	Bengaluru		No 1, 80 Feet Rd, 6th Block, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085, India	IN	11:00	23:00		
124.123.105.16	2020-04-08T08:36:40.627Z	12.9599917	77.6454401	Pharmacy	Ashwin Pharma			ChIJiZXDowUUrjsRTe_s3h0yJkY	Bengaluru		Shop No. 27, HAL Old Airport Rd, ISRO Colony, Domlur, Bengaluru, Karnataka 560008, India	IN	10:00	20:00		
27.59.122.86	2020-04-08T08:39:21.457Z	12.963425	77.7083192	Other	Ragam Mega Store	Queues		ChIJiWH2sS8SrjsRNRx9zyijO_c	Bengaluru		270, 60 Feet Main Rd, AECS Layout - A Block, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037, India	IN				
106.51.29.137	2020-04-08T08:42:11.845Z	12.9699732	77.6398345	Grocery	Ratnadeep Super Market			ChIJE2oDcSIXrjsR9kEbE5eR6NI	Bengaluru		12th Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India	IN	8:00	18:00		
49.206.17.250	2020-04-08T08:43:23.334Z	12.9262131	77.5506537	Restaurant	KFC			ChIJM7urAy4-rjsRyecfYBCTrXA	Bengaluru		No 1, 80 Feet Rd, 6th Block, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085, India	IN	11:00	23:00		
27.59.24.14	2020-04-08T08:44:13.224Z	12.9417337	77.5615742	Restaurant	Sri L.J. Iyengar's Bread House		Bakery Items	ChIJ____Pxs-rjsR3QRGI86L25s	Bengaluru		Shop No. 27, 61, 50 Feet Main Rd, Hanumanthnagar, Banashankari Stage I, Banashankari, Bengaluru, Karnataka 560019, India	IN				
106.206.22.187	2020-04-08T08:44:46.633Z	13.0150981	77.639258	Other	Aroma Shimmers		Dunhill switch double pack 1(blue) Classic milds double pack 1	ChIJl14h_uEWrjsRI7BVwq6amSI	Bengaluru		St Thomas Town, Inasappa Layout, Kammanahalli, Bengaluru, Karnataka 560043, India	IN	11:00	23:00		
139.5.254.140	2020-04-08T08:45:22.446Z	28.535959	77.197453	Grocery	KRISHNA SUPER MARCHE 37			ChIJB_qrLF3jDDkR7yDjzxitD2M	New Delhi		81, Sri Aurobindo Marg, NEAR HERO HONDA SHOWROOM, Adchini, MMTC Colony, Adchini, New Delhi, Delhi 110017, India	IN	9:30	19:00		
139.5.254.140	2020-04-08T08:46:09.826Z	28.67607583	77.4278283	Grocery	Easy Day			ChIJZ5WQXLLxDDkRtsLUNK1Cn54	Ghaziabad		G-4, Dr Shyam Prasad Mukh Marg, Block G, Patel Nagar 3, Patel Nagar, Ghaziabad, Uttar Pradesh 201003, India	India	21:00	21:00		
124.123.83.196	2020-04-08T08:46:25.340Z	12.91518769	77.62168323	Grocery	Don’t know the name 	No Crowd	Basic grocery and vegetables like Potato, Onion etc. 	ChIJa8as8PAUrjsRMi5AYcQ37Sc	Bengaluru		223, 2nd Cross Rd, KAS Officers Colony, Stage 2, BTM Layout, Bengaluru, Karnataka 560068, India	India	10:30	18:30		
139.5.254.140	2020-04-08T08:47:00.953Z	28.9477091	77.6756921	Grocery	BIG BAZAAR			ChIJz7eqpgxkDDkR-i12XhjLoLA	Meerut	Major Dhyanchand Nagar	Sports Goods Complex, Hapur Bypass Rd, Major Dhyanchand Nagar, Surya Palace Colony, Meerut, Uttar Pradesh 250002, India	IN	7:00	21:51		
106.206.76.12	2020-04-08T08:45:36.784Z	13.0150981	77.639258	Other	Aroma Shimmers			ChIJl14h_uEWrjsRI7BVwq6amSI	Bengaluru		St Thomas Town, Inasappa Layout, Kammanahalli, Bengaluru, Karnataka 560043, India	IN	11:00	23:00		
42.106.198.100	2020-04-08T08:47:40.039Z	18.518987	73.876841	Grocery	Dorabjee's Camp			ChIJc2pKXkXAwjsRKJWjDENvDmM	Pune		1-B, Moledina Rd, Camp, Pune, Maharashtra 411001, India	IN	10:00	21:00		
202.38.183.188	2020-04-08T08:55:17.181Z	12.9699001	77.7662793	Grocery	Top In Town Hyper Market	Moderate Crowd at noon time	While most stocks are available but vegetables, handwash, Milk Powder and few items are either not available for low on stock	ChIJx-Fjy-ANrjsRPjVXsfPUKFE	Bengaluru		Immadihalli main road, nagondanahalli, Whitefield, Bengaluru, Karnataka 560066, India	IN	10:00	17:00		
49.206.8.22	2020-04-08T09:00:13.311Z	12.9196686	77.5597161	Grocery	SHOPRITE			ChIJz3JAMtU_rjsRe3LxRBD5A2Y	Bengaluru		283, Puttalingiah Rd, Near Carmel School, Gururaja Layout, Padmanabhanagar, Bengaluru, Karnataka 560070, India	IN	9:30	21:30		
157.33.225.37	2020-04-08T09:00:35.984Z	18.5635093	73.8071759	Grocery	Reliance SMART			ChIJU6LwvkC_wjsROSl58wyPJVQ	Pune	Harmony Society	Sheetaley Reliance hypermart Ltd., opposite, McDonald's, Seasons Rd, Harmony Society, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra 411007, India	IN	8:00	14:00		
27.62.90.51	2020-04-08T09:46:39.794Z	13.0779504	80.2160109	Grocery	Grace Super Market			ChIJcYmcOAevJzoRD76IbcVLfDM	Chennai		J-138, V.P, Main Rd, MMDA Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India	IN	9:00	14:00		
183.82.131.91	2020-04-08T09:06:29.219Z	17.4051671	78.4765369	Pharmacy	MOR Chemists & Druggists Basheer Bagh			ChIJC_NIQOCZyzsRZhZDKQpohYE	Hyderabad		45/5 & 6 Mor Chambers, Abids Road, Gagan Mahal, New MLA Quarters, Basheer Bagh, Hyderabad, Telangana 500029, India	IN	10:00	17:00		
157.47.4.35	2020-04-08T09:07:41.194Z	18.5110985	73.8779416	Grocery	Om Super Market		Store is close for my house	ChIJSXKbbUjAwjsRqB6Kv-dCaAI	Pune		Centre St, Camp, Pune, Maharashtra 411001, India	IN				
157.47.4.35	2020-04-08T09:08:15.193Z			Grocery	Om super market camp	Less crowd	Stock maybe available 									
117.200.112.254	2020-04-08T09:09:42.149Z	12.9105579	77.5803159	Other	Jeeva Pet Hospital | Best Veterinary Hospital in JP Nagar	Veterinary hospital		ChIJh54Fg3IVrjsRISSedyK_sz8	Bengaluru		1360, 9th Cross Rd, Jeewan Sathi Colony, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India	IN	11:00	17:00		
115.99.55.74	2020-04-08T09:11:28.556Z	12.912122	77.6478484	Grocery	More Supermarket			ChIJRZbaqR752RgR2Mc3whSYMxY	Bengaluru	Sector I	BDA Site, No. 435, 27th Main Rd, Sector I, Agara Village, Block Extension, HSR Layout, Bengaluru, Karnataka 560034, India	IN	8:00	21:00		
106.193.85.117	2020-04-08T09:11:32.124Z	18.471797	73.867091	Grocery	Pravin Medicals			ChIJwzuglZfqwjsRh4gI4n7ZJpk	Pune		shop no G, 3/4,Ramyanagari no.1,Co op hsg so, pune., Bibwewadi, Pune, Maharashtra 411037, India	IN	17:00	12:00		
42.106.218.35	2020-04-08T09:12:52.492Z	19.085308	72.829932	Grocery	Choice Mart			ChIJI4UekaHJ5zsR8YQbgptn9Ec	Mumbai	Santacruz West	Lido Cinema Building, Opp SNDT University, 400049, Juhu Tara Rd, Juhu Koliwada, Santacruz West, Mumbai, Maharashtra 400047, India	IN	9:00	17:00		
106.209.193.108	2020-04-08T09:15:02.984Z	19.1172037	72.8828588	Grocery	Poorti Supermarket			ChIJxY2f4RDI5zsRpN4HAI3KMPo	Mumbai	Sankara Nagar	Military Rd, Sankara Nagar, Bhavani Nagar, Marol, Andheri East, Mumbai, Maharashtra 400059, India	IN	16:30	23:30		
122.176.4.30	2020-04-08T09:23:26.912Z	28.5398372	77.2127911	Grocery	Daily Needs			ChIJ7cmMnRniDDkRG9mRfMlgSV0	New Delhi		45, opposite to Panchshila Park, Corner Market, Shivalik Colony, Malviya Nagar, New Delhi, Delhi 110017, India	IN	11:00	9:00		
106.206.50.208	2020-04-08T09:24:50.131Z	13.0150981	77.639258	Other	Aroma Shimmers			ChIJl14h_uEWrjsRI7BVwq6amSI	Bengaluru		St Thomas Town, Inasappa Layout, Kammanahalli, Bengaluru, Karnataka 560043, India	IN	11:00	23:00		
43.224.157.41	2020-04-08T09:27:03.123Z	12.9125642	77.6366449	Grocery	M.K Ahmed Supermart			ChIJ85_xzGEUrjsRjb4eMg2rhJg	Bengaluru		58/59, 12th Main, 17th Cross, 6th Sector, H.S.R.layout, Sector 6, HSR Layout, Bengaluru, Karnataka 560034, India	IN	10:00	21:30		
183.83.146.200	2020-04-08T09:33:13.217Z	17.4561004	78.3649039	Grocery	Ratnadeep			ChIJY3cPg8iTyzsROkbDv2RKUJQ	Hyderabad		R R DST, Ektha Pearl, opp. Botanical Garden Road, Laxmi Cyber City, Whitefields, Kondapur, Hyderabad, Telangana 500084, India	IN	7:00	5:00		
106.206.22.187	2020-04-08T09:33:58.178Z	13.0150981	77.639258	Other	Aroma Shimmers			ChIJl14h_uEWrjsRI7BVwq6amSI	Bengaluru		St Thomas Town, Inasappa Layout, Kammanahalli, Bengaluru, Karnataka 560043, India	IN	11:00	23:00		
103.200.46.171	2020-04-08T09:38:01.791Z	19.1052353	72.8873672	Pharmacy	Wellness Forever			ChIJ62Flc37J5zsR2CLznNGWplw	Mumbai		117B &117C Saki Vihar Road Room No.1, A. M. Naik Charitable Healthcare, Emerald Isle, Tunga Village, Marol, Saki Naka, Mumbai, Maharashtra 400072, India	IN	9:00	22:00		
49.36.7.67	2020-04-08T09:40:11.738Z	19.1296637	72.8366417	Grocery	Atharvaa Agro Mart Fresh		Available	ChIJs88CC8G35zsRn-XYkGUjQ90	Mumbai		Vaidehi Apt No. 1, B Wing Shop No. 2B Azad Nagar No. 2, Geeta, Veera Desai Road, Mhada Colony, Azad Nagar, Andheri West, Mumbai, Maharashtra 400053, India	IN	0:09	21:00		
49.37.13.77	2020-04-08T09:42:39.025Z	22.5186647	88.3657657	Grocery	Sagarmal Stores			ChIJf0pp5NR2AjoR3VkRBIY6DHA	Kolkata		17, Gariahat Rd, Ballygunge Gardens, Gariahat, Kolkata, West Bengal 700019, India	IN	20:00	14:00		
49.37.13.77	2020-04-08T09:44:21.615Z	22.5186647	88.3657657	Grocery	Sagarmal Stores		Staples	ChIJf0pp5NR2AjoR3VkRBIY6DHA	Kolkata		17, Gariahat Rd, Ballygunge Gardens, Gariahat, Kolkata, West Bengal 700019, India	IN	21:00	14:00		
106.66.159.229	2020-04-08T09:49:30.382Z	12.9719	77.5937	Grocery	Reliance Fresh							IN	9:00	21:00		
150.107.40.173	2020-04-08T09:50:51.609Z	19.42414435	72.81143798	Grocery	Sahakari Bhandar	Normal que	Most grocery items available	ChIJHdYoWWep5zsRSYFkvtCYgzA	Nala Sopara		Fun Fiesta Bus Stop, Zero Rd, Sriprastha, Morya Nagar, Nala Sopara, Maharashtra 401203, India	India	10:00	12:00		
106.51.25.101	2020-04-08T09:57:21.938Z	12.9719	77.5937	Grocery	Reliance Fresh							IN	9:00	21:00		
106.51.25.101	2020-04-08T09:57:54.119Z			Grocery	Reliance fresh								12:50	21:27		
183.83.1.174	2020-04-08T09:57:57.039Z	28.5841781	77.1908121	Grocery	Foodhall@MKT			ChIJVVVl4XwdDTkRX8Dr2Ayd_Ok	New Delhi		Lower Ground Floor, The Chanakya Mall, Chanakyapuri, New Delhi, Delhi 110021, India	IN	10:00	20:00		
157.45.29.171	2020-04-08T10:02:30.016Z	12.9719	77.5937	Grocery	Reliance Fresh		Gold flack small Players Flack					IN	9:00	21:00		
27.56.168.25	2020-04-08T10:06:57.623Z	28.56201317	77.26965678	Grocery	Daily needs malviya nagar			ChIJxZjjcJPjDDkRro0iLCNXtCE	New Delhi		Sujan Mohinder Rd, Block D, Friends Colony East, New Friends Colony, New Delhi, Delhi 110065, India	India	10:30	22:00		
157.45.36.46	2020-04-08T10:07:44.631Z	12.9719	77.5937	Grocery	Reliance Fresh							IN	9:00	21:00		
49.207.60.119	2020-04-08T10:09:44.122Z	12.9719	77.5937	Grocery	Reliance Fresh	a bit of queues	Please carry masks with you. Without masks entry not allowed in the store.					IN	9:00	18:00		
157.50.235.231	2020-04-08T10:10:03.680Z	12.9831411	80.2221155	Grocery	Velachery Main Road			ChIJMwbMK9ZdUjoRqTf3inbCBX8	Chennai	Ram Nagar	old-23,new, 47, Velachery Main Rd, Ram Nagar, Ramnagar South, Dhadeswaram Nagar, Velachery, Chennai, Tamil Nadu 600042, India	IN	15:39	18:45		
122.178.52.159	2020-04-08T10:10:13.422Z	12.84386793	80.22691285	Grocery	Jyothi store			ChIJwZIdLldaUjoR8nDmnxS0RVE	Navalur		1/139, Old Mahabalipuram Rd, Navalur, Tamil Nadu 603103, India	India	19:30	13:00		
49.206.125.89	2020-04-08T10:10:39.250Z	12.9218741	80.0940372	Grocery	Muthu Super Market	Mask,	Vegetables, snacks	ChIJj1tuYIn1UjoRieHjrOzDLj8	Chennai	Ramani Nagar	704, Mudichur Rd, Ramani Nagar, Perungalathur, Tambaram, Chennai, Tamil Nadu 600063, India	IN				
49.207.141.47	2020-04-08T10:11:19.999Z	13.08393342	80.2618703	Grocery	selvam super market	Mask must. Without mask, no entry. sanitizer they provide	snacks are out of stock. Only essential commodities available. staff/billing/waiting time - all inclusive of better. 	ChIJG8gOT-JlUjoR3URFg3LmJSM	Chennai	Sampath Salai	52/60, Anaika Abdul 8th Ave, Sampath Salai, Vepery, Periyamet, Chennai, Tamil Nadu 600007, India	India	9:00	13:00		
49.207.60.119	2020-04-08T10:11:30.236Z	12.9401739	77.6198094	Grocery	Nilgiris Super Market		Store is closed	ChIJR6Kd_UUUrjsRz94kj41AxuY	Bengaluru	Koramangala	No. 580, 20th Main Rd, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India	IN				
223.181.215.194	2020-04-08T10:23:27.207Z	9.933424139	78.12098919	Grocery	Mookaiya Nadar Stores			ChIJIbC5a43FADsRMjjS4aFHqAY	Madurai		11-1-18, Sellur, Madurai, Tamil Nadu 625002, India	India	6:00	10:00		
223.181.215.194	2020-04-08T10:24:54.190Z	9.933424139	78.12098919	Grocery	Mookaiya Nadar Stores		All Grocery items available	ChIJIbC5a43FADsRMjjS4aFHqAY	Madurai		11-1-18, Sellur, Madurai, Tamil Nadu 625002, India	India	6:00	10:00		
45.251.35.246	2020-04-08T10:28:28.591Z	13.05838415	80.25227849	Grocery	Salam Stores			ChIJy3qtKEBmUjoRBWDBAlQuheU	Chennai		22, 3rd St, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006, India	India	7:00	13:00		
47.31.149.250	2020-04-08T10:44:52.229Z	28.44092277	77.10077676	Other	24 Seven			ChIJTbdUtonTcjkRCKODiOsK2UQ	Gurugram	Parsvnath Exotica	BLC 143, Central Plaza Mall, Golf Course Road, Parsvnath Exotica, DLF Phase 5, Sector 53, Gurugram, Haryana 122002, India	India	10:15			
157.50.215.134	2020-04-08T10:46:20.175Z	13.0753721	80.2158118	Pharmacy	Impcops Sales Depot			ChIJUQLsG5xmUjoRXfKapG1atNo	Chennai		No. 624, Poonamallee High Rd, NSK Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India	IN	16:15			
157.50.215.134	2020-04-08T10:47:03.499Z			Grocery	Imcops 	Kapasurawater 										
49.207.128.219	2020-04-08T10:47:18.550Z	13.03020334	80.18359685	Grocery	Ayyanar stores	Safety distance maintained. 		ChIJd9F7S9RgUjoRfsQ7-_sZ68U	Chennai		Chennai, Andavar Nagar, Ramapuram, Chennai, Tamil Nadu 600089, India	India	8:00	1:00		
122.167.94.144	2020-04-08T10:47:57.669Z	12.9770375	77.6743611	Grocery	Eden Fresh	Fresh vegetables fruits and milk 	Good fresh veggies	ChIJTRYd2l0RrjsR80Mqgz0z5B4	Bengaluru		11th cross, 5th Main Rd, Malleshpalya, Kaggadasapura, Bengaluru, Karnataka 560075, India	IN	22:30	18:29		
157.48.49.66	2020-04-08T10:48:13.029Z	17.40057786	78.45347422	Grocery	Heritage Stores		All stock available	ChIJT0lI22qXyzsRFqp7Q7l__bQ	Hyderabad	Masab Tank	10-2-289/119, Masab Tank Road, Potti Sriramulu Nagar, Masab Tank, Hyderabad, Telangana 500057, India	IN	8:00	17:00		
49.207.128.219	2020-04-08T10:49:03.044Z	13.02996434	80.18371942	Grocery	Whole sale egg shop			ChIJrVSYTtRgUjoRf7zsxodWW8U	Chennai		22, Valluvar Salai, Rayala Nagar, Ramapuram, Chennai, Tamil Nadu 600089, India	India	8:00			
1.39.156.199	2020-04-08T10:49:19.563Z	12.9786069	77.64260463	Grocery	Nature's basket			ChIJ2cXzha8WrjsRvhiHoXyj2GU	Bengaluru		495, Chinmaya Mission Hospital Rd, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India	India	10:30	4:00		
157.47.245.189	2020-04-08T10:52:39.437Z	26.87367674	75.77685378	Grocery	Reliance Smart		Milk powder evreday	ChIJlQNVV1C0bTkRdLEk13czDrg	Jaipur	Gopal Pura Mode	Shop No G 453, By Pass Road, near ridhi-sidhi choraha, Surya Nagar, Gopal Pura Mode, Jaipur, Rajasthan 302018, India	India				
49.207.56.92	2020-04-08T10:52:53.610Z	12.93454134	77.63453395	Grocery	Classis Store			ChIJ0QL6L2YUrjsR83GT_NYrADA	Bengaluru		377, 9th Main Rd, S.T. Bed, Cauvery Colony, Koramangala, Bengaluru, Karnataka 560095, India	India	7:00	23:00		
122.162.235.56	2020-04-08T11:01:24.549Z	28.42138493	77.05350035	Grocery	Le Marche, Good Earth City Center			ChIJOdx84MYjDTkRdF1pXNZ5wFI	Gurugram	Sector 50	301-302 Good Earth City Center, Pocket H, Nirvana, Sector 50, Gurugram, Haryana 122018, India	IN	10:30	20:30		
103.196.79.25	2020-04-08T11:02:47.460Z	19.1052353	72.8873672	Pharmacy	Wellness Forever			ChIJ62Flc37J5zsR2CLznNGWplw	Mumbai		117B &117C Saki Vihar Road Room No.1, A. M. Naik Charitable Healthcare, Emerald Isle, Tunga Village, Marol, Saki Naka, Mumbai, Maharashtra 400072, India	IN	9:00	22:00		
183.82.169.111	2020-04-08T11:05:38.102Z	10.9433781	76.9337687	Grocery	Kovaipudur			ChIJgQSGzupbqDsRJRzp_r2Kifc	Kovaipudur		Kovaipudur, Tamil Nadu, India	IN	6:00	10:00		
106.220.165.149	2020-04-08T11:07:59.371Z	18.5196	73.8554	Grocery	d mart								22:37	22:37		
183.83.152.225	2020-04-08T11:08:35.157Z	13.0511524	80.2607068	Grocery	Pazhamudir Nilayam Gopalapuram 			ChIJZdv5HjpmUjoRdqq94MdXusI	Chennai		Ganapathy Colony, Gopalapuram, Chennai, Tamil Nadu 600014, India	IN	8:00	13:00		
103.5.135.11	2020-04-08T11:11:01.011Z	12.9972035	77.5736545	Grocery	Big Bazaar			ChIJnZWqqi8WrjsRA6tWsLnBkcA	Bengaluru		Housuja's Mall, Coconut Avenue Road, 166, 5th Cross Rd, Malleshwaram, Bengaluru, Karnataka 560003, India	IN	7:00			
27.62.107.35	2020-04-08T11:15:22.325Z	12.9223258	80.1442208	Grocery	Spencer’s Go	Very less crowd so no need to wait in queue		ChIJAdnIkNNfUjoRPxMEnVaQJ-w	Chennai	Camp Road Junction	Camp Road Junction, Ezhil Nagar, Selaiyur, Chennai, Tamil Nadu 600073, India	IN	6:00	13:00		
1.39.186.204	2020-04-08T11:15:44.072Z	12.9964662	77.618027	Grocery	Nandus Chicken			ChIJ14vnpU0XrjsR2CksUl5ncIo	Bengaluru		No 26, Shop No. 1,1-06, Wheeler road, Next to Food world, opp. Indian Gymkhana Club, Cox Town, Bengaluru, Karnataka 560005, India	IN	8:00	20:30		
49.207.134.51	2020-04-08T11:25:56.230Z	13.0902967	80.2153087	Grocery	N Supermarket	Safe, crowded 	Go early for fresh vegetables, dry groceries stocked 	ChIJmVKxoCRkUjoRpwzPtbvHezw	Chennai		31/2, 4th Main Rd, Block U, Anna Nagar, Chennai, Tamil Nadu 600040, India	IN				
157.46.59.15	2020-04-08T11:31:56.593Z	10.54859633	77.10096895	Grocery	Krishna Departmental Store			ChIJu6ucjgQuqDsR4ccgZsLE5zQ			Tamil Nadu 642207, India	India	8:00	13:00		
